Source,Disease,Omics Method,Omics Method Detail,Site,Sub Group,PCGP,PCGPdetails
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,ChIPseq,H3K27Ac-AB6,PF,,,
Human,Ependymoma,ChIPseq,INPUT,PF,,,
Human,Ependymoma,ChIPseq,H3K4me3-AB7,PF,,,
Human,Ependymoma,ChIPseq,INPUT,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WGS,,PF,,,
Human,Ependymoma,WGS,,PF,,,
Human,Ependymoma,WGBS,,PF,,,
Human,Ependymoma,WGS,,PF,,,
Human,Ependymoma,Methylation,450k,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WES,,PF,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,PF,,,
Human,Ependymoma,WGS,,PF,,,
Human,Ependymoma,WGS,,PF,,,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,WGS,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,Methylation,450k,,,,
Human,Ependymoma,RNAseq,TotalRNAseq,ST,,,
Human,Ependymoma,RNAseq,,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,WGS,,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,WGS,,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,WGBS,,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,WGS,,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,Methylation,450k,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,PFA-2 (Ji's classifier),,
Human,Ependymoma,RNAseq,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,WGBS,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,Methylation,450k,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,Methylation,450k,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,WGS,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,WGS,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,WGBS,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,WGS,,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,Methylation,450k,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,TotalRNAseq,PF,PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,Methylation,450k,,,,
Human,Ependymoma,RNAseq,TotalRNAseq,ST,?PFA-1 (Ji's classifier),,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,Methylation,450k,,,,
Human,Ependymoma,RNAseq,FFPERNAseq,ST,,,
Human,Ependymoma,RNAseq,,,,,
Human,Ependymoma,Methylation,450k,,,,
Human,Ependymoma,RNAseq,FFPERNAseq,ST,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,RNAseq,,,,,
Cell,293T,RNAseq,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Human,Ependymoma,WES,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Cell,Daoy,ATACseq,,,,,
Mouse,PDX,ChIPseq,H3K4me3-AB8,,,,
Mouse,PDX,ChIPseq,H3K4me1-AB3,,,,
Mouse,PDX,ChIPseq,H3K27Ac-AB6,,,,
Mouse,PDX,ChIPseq,H3K27Ac-AB5,,,,
Mouse,PDX,ChIPseq,H3K27me3-AB4,,,,
Mouse,PDX,ChIPseq,INPUT,,,,
Mouse,PDX,ChIPseq,H3K4me3-AB8,,,,
Mouse,PDX,ChIPseq,H3K4me1-AB3,,,,
Mouse,PDX,ChIPseq,H3K27Ac-AB6,,,,
Mouse,PDX,ChIPseq,H3K27Ac-AB5,,,,
Mouse,PDX,ChIPseq,H3K27me3-AB4,,,,
Mouse,PDX,ChIPseq,INPUT,,,,
Human,GCT,ChIPseq,CXorf67-AB1,,,,
Human,GCT,ChIPseq,INPUT,,,,
Human,GCT,ChIPseq,EZH2-AB6,,,,
Human,GCT,ChIPseq,CXorf67-AB5,,,,
Human,GCT,ChIPseq,INPUT,,,,
Human,GCT,ChIPseq,H3K4me3-AB8,,,,
Human,GCT,ChIPseq,H3K27Ac-AB6,,,,
Human,GCT,ChIPseq,INPUT,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,RNAseq,,,,,
Human,HGG,RNAseq,,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Cell,U87,RNAseq,,,,,
Human,HGG,RNAseq,,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HGG,Methylation,450k,,,,
Human,HYPO,RNAseq,,,,,
Human,HYPO,RNAseq,,,,,
Human,HYPO,RNAseq,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,WES,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,RNAseq,,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
Human,LGG,Methylation,450k,,,,
